http://www.wlv.org/	"Westlake Village, California"	"8,270"
https://cityofwatsonville.org/	"Watsonville, California"	"51,199"
http://www.cityofwhittier.org/	"Whittier, California"	"85,331"
http://www.cityofwillows.org/	"Willows, California"	"6,166"
http://www.cityofwoodland.org/	"Woodland, California"	"55,468"
http://www.westcovina.org/	"West Covina, California"	"106,098"
http://www.ci.walnut.ca.us/	"Walnut, California"	"29,172"
http://www.walnut-creek.org/	City of Walnut Creek	"64,173"
http://www.woodsidetown.org/	Town of Woodside	"5,287"
http://www.ci.visalia.ca.us/	"Visalia, California"	"124,442"
http://ci.yreka.ca.us/	"Yreka, California"	"7,765"
http://www.yorbalindaca.gov/	"Yorba Linda, California"	"64,234"
http://www.weho.org/	"West Hollywood, California"	"34,399"
