School,URL,Street,City,State,CMS
Youth Opportunity Center,https://www.yocinc.org/,3700 W Kilgore Ave,Muncie,IN,none
Yankeetown Elementary School,http://www.warrick.k12.in.us/,7422 Yankeetown Rd,Newburgh,IN,none
William Penn School 49,https://schools.myips.org/williampenn/,1720 W Wilkins St,Indianapolis,IN,none
William McKinley School 39,https://schools.myips.org/williammckinley/,1733 Spann Ave,Indianapolis,IN,none
Warren Central High School,http://wchs.warren.k12.in.us/,9500 E 16th St,Indianapolis,IN,none
Zionsville Pleasant View Elementary Sch,https://www.zcs.k12.in.us/,4700 S 975 E,Zionsville,IN,none
Barr Reeve Middle/High School,http://www.barr.k12.in.us/,Box 129,Montgomery,IN,schoolblocks
Barr Reeve Elementary School,http://www.barr.k12.in.us/,Box 129,Montgomery,IN,schoolblocks
Barr Reeve Primary Grade School,http://www.barr.k12.in.us/,Box 127,Montgomery,IN,schoolblocks
Dayton Elementary School,http://www.des.lyoncsd.org/,PO Box 187 - 730 College St,Dayton,IN,schoolblocks
North Daviess Jr-Sr High School,http://www.ndaviess.k12.in.us/,5494 E SR 58,Elnora,IN,schoolblocks
North Daviess Elementary School,http://www.ndaviess.k12.in.us/,5498 E SR 58,Elnora,IN,schoolblocks
Connersville Sr High School,http://fayettein.chs.schooldesk.net/,1100 Spartan Dr,Connersville,IN,schooldesk
Connersville Middle School,http://fayettein.cms.schooldesk.net/,1900 Grand Ave,Connersville,IN,schooldesk
Eastview Elementary School,http://fayettein.eastview.schooldesk.net/,401 S Fountain St,Connersville,IN,schooldesk
Everton Elementary School,http://fayettein.everton.schooldesk.net/,2440 E Everton Rd,Connersville,IN,schooldesk
Fayette Central Elementary,http://fayettein.everton.schooldesk.net/,2928 N CR 225 W,Connersville,IN,schooldesk
Frazee Elementary School,http://fayettein.frazee.schooldesk.net/,600 W 3rd St,Connersville,IN,schooldesk
Grandview Elementary School,http://grandview1.fayettein.schooldesk.net/,2620 Iowa Ave,Connersville,IN,schooldesk
Maplewood Elementary School,http://maplewood.fayettein.schooldesk.net/,1800 Eastern Ave,Connersville,IN,schooldesk
Medora Elementary School,https://www.jefferson.kyschools.us/schools/profiles/medora,Box 248,Medora,IN,schooldesk
Boone Grove Elementary School,http://bge.ptsc.k12.in.us/,325 W 550 S,Boone Grove,IN,schoolinsites
Boone Grove Middle School,http://bgms.ptsc.k12.in.us/,325 W 550 S,Boone Grove,IN,schoolinsites
Boone Grove High School,http://www.ptsc.k12.in.us/,260 S 500 W,Valparaiso,IN,schoolinsites
Calumet New Tech High School,http://cnths.lakeridge.k12.in.us/,3900 Calhoun St,Gary,IN,schoolinsites
Goshen High School,http://www.goshenhs.com/,401 Lincolnway East,Goshen,IN,schoolinsites
Hosford Park New Tech Elementary,http://hpntes.lakeridge.k12.in.us/,4735 Arthur Street,Gary,IN,schoolinsites
John Simatovich Elementary School,http://www.union.k12.in.us/,424 W 500 N,Valparaiso,IN,schoolinsites
Lake Ridge New Tech Middle School,http://lrntms.lakeridge.k12.in.us/,3601 W 41st Ave,Gary,IN,schoolinsites
Longfellow New Tech Elementary Sch,http://lfntes.lakeridge.k12.in.us/,45th/Calhoun Sts,Gary,IN,schoolinsites
Porter Lakes Elementary School,http://www.ptsc.k12.in.us/,208 S 725 W,Hebron,IN,schoolinsites
Springville Elementary School,http://ses.sccboe.org/,PO Box 61,Springville,IN,schoolinsites
Union Township Middle School,http://www.union.k12.in.us/,599 W 300 N,Valparaiso,IN,schoolinsites
Union Center Elementary School,http://www.union.k12.in.us/,272 N 600 W,Valparaiso,IN,schoolinsites
Westville Elementary School,http://www.westville.k12.in.us/,207 E Valparaiso St,Westville,IN,schoolinsites
Wheeler High School,http://www.union.k12.in.us/,587 W 300 N,Valparaiso,IN,schoolinsites
Griffith Middle School,https://griffithms-lausd-ca.schoolloop.com/,600 N Raymond St,Griffith,IN,schoolloop
Hope Elementary School,https://hope.schoolloop.com/,9575 N SR 9,Hope,IN,schoolloop
James Whitcomb Riley Elementary School,https://scholarshipsnow.org/tag/james-whitcomb-riley-elementary-school,1201 Riley Rd,New Castle,IN,schoolloop
Jefferson Elementary School,https://jefferson.schoolloop.com/,401 E Klinger Ave,Plymouth,IN,schoolloop
Riley Elementary School,https://riley-lbusd-ca.schoolloop.com/,PO Box 127 - 6050 S Canal Rd,Riley,IN,schoolloop
Templeton Elementary School,http://tes.tusd.ca.schoolloop.com/,1400 S Brenda Ln,Bloomington,IN,schoolloop
Aboite Elementary School,http://www.sacs.k12.in.us/,5004 Homestead Rd,Fort Wayne,IN,schoolmessenger
Alexandria-Monroe Elementary,http://ames.alexandriacsc.alex.k12.in.us/,800 N Central,Alexandria,IN,schoolmessenger
Albany Elementary School,http://aes.delcomschools.org/,700 W State St,Albany,IN,schoolmessenger
Adams High School,http://adams.sb.school/,808 S Twyckenham Dr,South Bend,IN,schoolmessenger
Academy for Innovative Studies,https://harwood.evscschools.com/,2319 Stringtown Rd,Evansville,IN,schoolmessenger
Alexandria-Monroe Intermediate,http://alexandriacsc.alex.k12.in.us/,308 W 11th St,Alexandria,IN,schoolmessenger
Abraham Lincoln Elementary School,http://sch-lnes.ss4.sharpschool.com/,4221 Towle Ave,Hammond,IN,schoolmessenger
Amelia Earhart Elementary School,https://ear.lsc.k12.in.us/,3280 S 9th St,Lafayette,IN,schoolmessenger
Alexandria-Monroe High School,http://alexandriacsc.alex.k12.in.us/,1 Burden Ct,Alexandria,IN,schoolmessenger
Allen J Warren Elementary School,https://www.highland.k12.in.us/,2901 100th St,Highland,IN,schoolmessenger
Avilla Elementary School,http://av.eastnoble.net/,PO Box 9,Avilla,IN,schoolmessenger
Area Career Center,http://sch-acc.ss4.sharpschool.com/,5727 Sohl Ave,Hammond,IN,schoolmessenger
Arlington Elementary School,https://arlingtones.acsk-12.org/,Box 31,Arlington,IN,schoolmessenger
Arlington Elementary School,https://arlingtones.acsk-12.org/,5814 S Arlington Ave,Indianapolis,IN,schoolmessenger
Bloomfield Elementary School,http://bes.bloomfield.k12.in.us/,PO Box 266 500 W South St,Bloomfield,IN,schoolmessenger
Bloomfield Jr-Sr High School,http://www.bsd.k12.in.us/,PO Box 266 501 W Spring St,Bloomfield,IN,schoolmessenger
Benjamin Franklin Elementary Sch,http://sch-fes.ss4.sharpschool.com/,1000 116th St,Whiting,IN,schoolmessenger
Benjamin Bosse High School,https://bosse.evscschools.com/,1300 Washington Ave,Evansville,IN,schoolmessenger
Boulevard Elementary School,http://bes.kokomoschools.com/,1901 W Blvd,Kokomo,IN,schoolmessenger
Bon Air Middle School,http://bams.kokomoschools.com/,2796 Apperson Way N,Kokomo,IN,schoolmessenger
Bluffton High School,http://beaufort.k12.sc.us/,1 Tiger Trl,Bluffton,IN,schoolmessenger
Bluffton-Harrison Middle School,http://www.bhmsd.org/,1500 Stogdill Rd,Bluffton,IN,schoolmessenger
Bon Air Elementary School,http://www.kokomoschools.com/,2800 Apperson Way N,Kokomo,IN,schoolmessenger
Bluffton-Harrison Elementary Sch,http://es.bhmsd.org/,1100 E Spring St,Bluffton,IN,schoolmessenger
Carlisle Elementary School,https://ces.ecboe.org/,PO Box 649,Carlisle,IN,schoolmessenger
Cascade Senior High School,http://mccsc.k12.in.us/,6565 S CR 200 W,Clayton,IN,schoolmessenger
Caze Elementary School,https://caze.evscschools.com/,2013 S Green River Rd,Evansville,IN,schoolmessenger
Cedar Hall Community School,https://cedarhall.evscschools.com/,2100 N Fulton Ave,Evansville,IN,schoolmessenger
Cedarville Elementary School,https://cdv.eacs.k12.in.us/,12225 Hardisty Rd,Fort Wayne,IN,schoolmessenger
Century Career Center,http://ccc.lcsc.k12.in.us/,2500 Hopper St,Logansport,IN,schoolmessenger
Central High School,https://central.evscschools.com/,5400 1st Ave,Evansville,IN,schoolmessenger
Central Middle School,http://cmis.kokomoschools.com/,303 E Superior,Kokomo,IN,schoolmessenger
Central Elementary School,http://sputnam.k12.in.us/,1888 E US Hwy 40,Greencastle,IN,schoolmessenger
Chrisney Elementary School,http://ces.nspencer.k12.in.us/,311 Church St,Chrisney,IN,schoolmessenger
Central Elementary School,https://ce.portage.k12.in.us/,2825 Russell St,Portage,IN,schoolmessenger
Columbia Elementary School,http://ces.lcsc.k12.in.us/,20 E Columbia St,Logansport,IN,schoolmessenger
Clay International Academy,http://clayintermediate.sb.school/,52900 Lily Rd,South Bend,IN,schoolmessenger
Columbia Elementary School,http://sch-ces.ss4.sharpschool.com/,1238 Michigan St,Hammond,IN,schoolmessenger
Clay High School,http://clay.sb.school/,19131 Darden Rd,South Bend,IN,schoolmessenger
Cloverdale High School,https://www.cloverdale.k12.in.us/,205 E Market,Cloverdale,IN,schoolmessenger
Columbia 6th Grade Academy,http://c6ga.lcsc.k12.in.us/,1300 N 3rd St,Logansport,IN,schoolmessenger
Cloverdale Middle School,https://cms.cloverdale.k12.in.us/,312 E Logan St,Cloverdale,IN,schoolmessenger
Covington Elementary School,http://www.sacs.k12.in.us/,"2430 W Hamilton Rd, South",Fort Wayne,IN,schoolmessenger
Coquillard Elementary School,http://www.sb.school/,1245 N Sheridan St,South Bend,IN,schoolmessenger
Cowan Elementary School,https://www.cowan.k12.in.us/,1000 W CR 600 S,Muncie,IN,schoolmessenger
Cowan High School,https://www.cowan.k12.in.us/,9401 S Nottingham,Muncie,IN,schoolmessenger
David Turnham Education Center,http://dtec.nspencer.k12.in.us/faculty__staff/faculty_and_website_links,PO Box 432,Dale,IN,schoolmessenger
Culver Family Learning Center,https://district.evscschools.com/about_us/culver_family_learning_center,1301 Judson St,Evansville,IN,schoolmessenger
Crestview Middle School,http://cv.hccsc.k12.in.us/,1151 W 500 N,Huntington,IN,schoolmessenger
Daleville Elementary School,http://www.daleville.k12.in.us/,8600 S Bronco Dr,Daleville,IN,schoolmessenger
Deer Meadow Primary School,http://dm.greencastle.k12.in.us/,1000 Deer Meadow Ln,Greencastle,IN,schoolmessenger
Deer Ridge Elementary,http://www.sacs.k12.in.us/,1515 Scott Rd,Fort Wayne,IN,schoolmessenger
Daleville Jr-Sr High School,http://www.daleville.k12.in.us/,8400 S Bronco Dr,Daleville,IN,schoolmessenger
Darden Elementary School,http://darden.sb.school/,18645 Janet St,South Bend,IN,schoolmessenger
Crisman Elementary School,https://www.portage.k12.in.us/,6161 Old Porter Rd,Portage,IN,schoolmessenger
Cynthia Heights Elementary School,https://cynthiaheights.evscschools.com/,7225 Big Cynthiana Rd,Evansville,IN,schoolmessenger
Daniel Wertz Elementary School,https://danielwertz.evscschools.com/,1702 S Red Bank Rd,Evansville,IN,schoolmessenger
Delta High School,http://dhs.delcomschools.org/,3400 E SR 28,Muncie,IN,schoolmessenger
Delphi Community High School,http://www.delphi.k12.in.us/,301 Armory Rd,Delphi,IN,schoolmessenger
Delphi Community Elementary School,http://de.delphi.k12.in.us/,300 W Vine St,Delphi,IN,schoolmessenger
EACS Early Childhood Preschool,https://www.eacs.k12.in.us/,1445 Berwick Lane,New Haven,IN,schoolmessenger
Delaware Elementary School,https://delaware.evscschools.com/,700 N Garvin St,Evansville,IN,schoolmessenger
East Noble Middle School,http://ms.eastnoble.net/,415 Drake Rd,Kendallville,IN,schoolmessenger
Donald E Gavit Middle/High School,http://sch-ghs.ss4.sharpschool.com/,1670 175th St,Hammond,IN,schoolmessenger
Delta Middle School,http://delcomschools.org/,9800 N CR 200 E,Muncie,IN,schoolmessenger
Dickinson Fine Arts Academy,http://www.sb.school/,4404 Elwood,South Bend,IN,schoolmessenger
East Allen University,https://eau.eacs.k12.in.us/,6501 Wayne Trace,Fort Wayne,IN,schoolmessenger
Dexter Elementary School,https://dexter.evscschools.com/cms/One.aspx,917 S Dexter Ave,Evansville,IN,schoolmessenger
East Elementary School,http://www.smadison.k12.in.us/,893 E US 36,Pendleton,IN,schoolmessenger
East Noble High School,http://hs.eastnoble.net/,901 Garden St,Kendallville,IN,schoolmessenger
Delphi Community Middle School,http://www.delphi.k12.in.us/,401 Armory Rd,Delphi,IN,schoolmessenger
Edgelea Elementary School,https://edg.lsc.k12.in.us/,2910 S 18th St,Lafayette,IN,schoolmessenger
Eastern Greene Elementary School,http://www.egreene.k12.in.us/,10503 E SR 54,Bloomfield,IN,schoolmessenger
East Washington Academy,http://ewa.muncie.k12.in.us/,1000 E Washington,Muncie,IN,schoolmessenger
Eastern Greene Middle School,http://www.egreene.k12.in.us/,10503 E St Rd 54,Bloomfield,IN,schoolmessenger
Edison Middle School,http://edison.sb.school/,2701 Eisenhower Dr,South Bend,IN,schoolmessenger
Eastern Greene High School,http://www.egreene.k12.in.us/,11064 E St Rd 54,Bloomfield,IN,schoolmessenger
Elwood Haynes Elementary School,http://www.kokomoschools.com/,910 S Cooper,Kokomo,IN,schoolmessenger
Ernie Pyle Elementary School,https://www.svcs.k12.in.us/,72 E 1100 S,Clinton,IN,schoolmessenger
Ethel R Jones Elementary School,https://jo.portage.k12.in.us/,2374 McCool Rd,Portage,IN,schoolmessenger
Evans School,https://evans.evscschools.com/,2727 N Evans Ave,Evansville,IN,schoolmessenger
Fairview Elementary School,http://fvw.lcsc.k12.in.us/,846 S Cicott St,Logansport,IN,schoolmessenger
Flint Springs Elementary,http://fs.hccsc.k12.in.us/,1360 E Tipton St,Huntington,IN,schoolmessenger
Franklin Elementary School,http://frk.lcsc.k12.in.us/,410 W Miami Ave,Logansport,IN,schoolmessenger
Garrett High School,http://www.gkb.k12.in.us/,801 E Houston St,Garrett,IN,schoolmessenger
Fairlawn Elementary School,https://fairlawn.evscschools.com/,2021 S Alvord Blvd,Evansville,IN,schoolmessenger
Frank O'Bannon Elementary School,http://sch-obes.ss4.sharpschool.com/,1317 173rd St,Hammond,IN,schoolmessenger
George L Myers Elementary School,https://www.portage.k12.in.us/,3100 Willowdale,Portage,IN,schoolmessenger
Francis Joseph Reitz High School,https://reitz.evscschools.com/,350 Dreier Blvd,Evansville,IN,schoolmessenger
Greensburg Community High School,http://www.greensburg.k12.in.us/,1000 E Central Ave,Greensburg,IN,schoolmessenger
Greensburg Elementary,http://ges.greensburg.k12.in.us/,900 N Big Blue Ave,Greensburg,IN,schoolmessenger
Greencastle Middle School,http://gms.greencastle.k12.in.us/,400 Percy L Julian Dr,Greencastle,IN,schoolmessenger
Georgetown Elementary School,http://ge.irsd.net/,8800 High St,Georgetown,IN,schoolmessenger
Greencastle Senior High School,http://www.greencastle.k12.in.us/,910 E Washington St,Greencastle,IN,schoolmessenger
George Rogers Clark Md/HS,http://sch-chs.ss4.sharpschool.com/,1921 Davis Ave,Whiting,IN,schoolmessenger
Greensburg Community Jr High,http://www.greensburg.k12.in.us/,505 E Central Ave,Greensburg,IN,schoolmessenger
Glen Acres Elementary School,https://gas.lsc.k12.in.us/,3767 Kimberly Dr,Lafayette,IN,schoolmessenger
Glenwood Leadership Academy,https://glenwood.evscschools.com/,901 Sweetser Ave,Evansville,IN,schoolmessenger
Hauser Jr-Sr High School,http://hauser.flatrock.k12.in.us/,9273 N SR 9,Hope,IN,schoolmessenger
Hamilton Traditional School,http://hamilton.sb.school/,1530 E Jackson Rd,South Bend,IN,schoolmessenger
Harwood Career Prep High School,https://district.evscschools.com/acad___prog/alternative_programs/harwood_career_preparatory_high_school,3013 First Ave,Evansville,IN,schoolmessenger
Hayden Elementary School,http://www.haydenel.com/,55 S CR 685 W,Hayden,IN,schoolmessenger
Hay Elementary School,http://hay.sb.school/,19685 Johnson Rd,South Bend,IN,schoolmessenger
Harrison Elementary School,http://harrison.sb.school/,3302 Western Ave,South Bend,IN,schoolmessenger
Grissom Elementary School,http://www.muncie.k12.in.us/,3201 S Macedonia Ave,Muncie,IN,schoolmessenger
Haverhill Elementary School,http://www.sacs.k12.in.us/,4725 Weatherside Run,Fort Wayne,IN,schoolmessenger
Henry W Eggers Middle School,http://sch-ems.ss4.sharpschool.com/,5825 Blaine Ave,Hammond,IN,schoolmessenger
Heritage Hills Middle School,http://hhms.nspencer.k12.in.us/,PO Box 1777,Lincoln City,IN,schoolmessenger
Holland Elementary School,https://hollandes.vbschools.com/,408 Meridian St,Holland,IN,schoolmessenger
Hebron Elementary School,https://hebron.evscschools.com/,4400 Bellemeade Ave,Evansville,IN,schoolmessenger
Heritage Elementary School,https://hes.eacs.k12.in.us/,12050 Houk Road,Monroeville,IN,schoolmessenger
Heritage Jr/Sr High School,https://hhs.eacs.k12.in.us/,13608 Monroeville Rd,Monroeville,IN,schoolmessenger
Highland Middle School,https://hms.highland.k12.in.us/cms/One.aspx,2108 E 200 N,Anderson,IN,schoolmessenger
Highland Middle School,https://hms.highland.k12.in.us/cms/One.aspx,2941 41st St,Highland,IN,schoolmessenger
Heritage Hills High School,https://www.nspencer.k12.in.us/,3644 E CR 1600 N,Lincoln City,IN,schoolmessenger
Huntington Schools Preschool,http://hsps.hccsc.k12.in.us/,1360 E Tipton Street,Huntington,IN,schoolmessenger
Horace Mann Elementary,http://hm.hccsc.k12.in.us/,2485 Waterworks Road,Huntington,IN,schoolmessenger
Huntington North High School,http://hnhs.hccsc.k12.in.us/,450 MacGahan St,Huntington,IN,schoolmessenger
Homestead Senior High School,http://www.sacs.k12.in.us/,4310 Homestead Rd,Fort Wayne,IN,schoolmessenger
Highland Elementary School,https://highland.evscschools.com/,6701 Darmstadt Rd,Evansville,IN,schoolmessenger
Jackson Middle School,http://jackson.sb.school/,5001 S Miami Rd,South Bend,IN,schoolmessenger
J E Ober Elementary School,http://www.gkb.k12.in.us/,801 E Houston St,Garrett,IN,schoolmessenger
Harper Elementary School,https://harper.evscschools.com/,21 S Alvord Blvd,Evansville,IN,schoolmessenger
Helfrich Park STEM Academy,https://helfrichpark.evscschools.com/,2603 W Maryland St,Evansville,IN,schoolmessenger
Joseph Hess Elementary School,http://sch-hess.ss4.sharpschool.com/,3640 Orchard Dr,Hammond,IN,schoolmessenger
Jefferson High School,http://jeffersonhighschool.org/,1801 S 18th St,Lafayette,IN,schoolmessenger
Jefferson Traditional School,http://jefferson.sb.school/,528 S Eddy St,South Bend,IN,schoolmessenger
Johnson Elementary School,https://www.scsd2.k12.in.us/,4235 E SR 256,Scottsburg,IN,schoolmessenger
Judith Morton Johnston Elementary,https://www.highland.k12.in.us/,8220 Fifth St,Highland,IN,schoolmessenger
Kokomo Area Career Center,http://kacc.kokomoschools.com/,2415 S Berkley Rd,Kokomo,IN,schoolmessenger
Kennedy Academy,http://kennedy.sb.school/,609 N Olive St,South Bend,IN,schoolmessenger
Lafayette Park Elementary School,http://www.kokomoschools.com/,919 N Korby St,Kokomo,IN,schoolmessenger
Lafayette Meadow School,http://www.sacs.k12.in.us/,11420 Ernst Rd,Roanoke,IN,schoolmessenger
Lake Prairie Elementary School,https://www.tricreek.k12.in.us/,11601 W 181st Ave,Lowell,IN,schoolmessenger
Kenwood Elementary School,http://sch-kes.ss4.sharpschool.com/,6416 Hohman Ave,Hammond,IN,schoolmessenger
L F Smith Elementary,https://lfsmith.pasadenaisd.org/,4505 Waycross Dr,Columbus,IN,schoolmessenger
Lafayette Sunnyside Intermediate,https://sis.lsc.k12.in.us/,530 N 26th St,Lafayette,IN,schoolmessenger
Lafayette Elementary School,http://sch-les.ss4.sharpschool.com/,856 Sibley St,Hammond,IN,schoolmessenger
Lafayette Tecumseh Jr High School,https://www.lsc.k12.in.us/,2101 S 18th St,Lafayette,IN,schoolmessenger
Lakeland High School,http://www.lakeland.k12.in.us/,0805 E 075 N,LaGrange,IN,schoolmessenger
Lakeland Middle School,http://www.lakeland.k12.in.us/,1055 E 075 N,LaGrange,IN,schoolmessenger
Leo Elementary School,https://les.eacs.k12.in.us/,14811 Wayne St,Leo,IN,schoolmessenger
Landis Elementary School,http://les.lcsc.k12.in.us/,1 Landis Ln,Logansport,IN,schoolmessenger
LaSalle Academy,http://lasalle.sb.school/,2701 W Elwood,South Bend,IN,schoolmessenger
Lew Wallace Elementary School,http://sch-wes.ss4.sharpschool.com/,6235 Jefferson Ave,Hammond,IN,schoolmessenger
Leo Junior/Senior High School,https://lhs.eacs.k12.in.us/,14600 Amstutz Rd,Leo,IN,schoolmessenger
Lincoln Trail Elementary School,http://ltes.nspencer.k12.in.us/,13726 N SR 245,Lamar,IN,schoolmessenger
Lincoln Elementary School,http://lincoln.sb.school/,1425 E Calvert St,South Bend,IN,schoolmessenger
Linton-Stockton High School,http://www.lssc.k12.in.us/,10 NE H St,Linton,IN,schoolmessenger
Linton-Stockton Elementary,http://es.lssc.k12.in.us/,900 4th St NE,Linton,IN,schoolmessenger
Logansport Community High School,http://www.lcsc.k12.in.us/,1 Berry Ln,Logansport,IN,schoolmessenger
Logansport Junior High School,http://ljhs.lcsc.k12.in.us/,2901 Usher St,Logansport,IN,schoolmessenger
Lowell Middle School,https://lms.tricreek.k12.in.us/,19250 Cline Ave,Lowell,IN,schoolmessenger
Lincoln Elementary School,http://li.hccsc.k12.in.us/,2037 E Taylor St,Huntington,IN,schoolmessenger
Logansport Area Jnt Spec Ed,http://lms.lcsc.k12.in.us/,2829 George St,Logansport,IN,schoolmessenger
Linton-Stockton Jr High School,http://es.lssc.k12.in.us/,109 NE I St,Linton,IN,schoolmessenger
Lincoln School,https://lincoln.evscschools.com/,635 Lincoln Ave,Evansville,IN,schoolmessenger
Lima-Brighton Elementary,http://www.lakeland.k12.in.us/,201 Market Street,Howe,IN,schoolmessenger
Longfellow Elementary School,http://www.muncie.k12.in.us/,1900 E Centennial,Muncie,IN,schoolmessenger
Madison Early Childhood Center,https://madison.boiseschools.org/,2325 Cherry Dr,Madison,IN,schoolmessenger
Maple Ridge Elementary School,http://www.smadison.k12.in.us/,8537 S CR 650 W,Pendleton,IN,schoolmessenger
Marquette Montessori Academy,http://marquette.sb.school/,1818 Bergan St,South Bend,IN,schoolmessenger
Martha J Ridpath Elementary School,http://www.greencastle.k12.in.us/,711 South Central Ave,Greencastle,IN,schoolmessenger
Lodge Community School,https://lodge.evscschools.com/,2000 Lodge Ave,Evansville,IN,schoolmessenger
McCutchanville Elementary School,https://district.evscschools.com/about_us/mccutchanville_elementary_school,"10701 Petersburg Road,",Evansville,IN,schoolmessenger
McKinley Elementary School,http://mckinley.sb.school/,228 N Greenlawn Ave,South Bend,IN,schoolmessenger
Mill Creek East Elementary,http://mccsc.k12.in.us/,4740 Iowa St,Clayton,IN,schoolmessenger
Medora Jr & Sr High School,http://www.medora.k12.in.us/,Box 248,Medora,IN,schoolmessenger
Mill Creek West Elementary,http://mcwe.mccsc.k12.in.us/,Box 128-4704 Pearl St,Amo,IN,schoolmessenger
Miami Elementary School,https://www.lsc.k12.in.us/,2401 Beck Ln,Lafayette,IN,schoolmessenger
Maywood Elementary School,http://sch-mwes.ss4.sharpschool.com/,1001 165th St,Hammond,IN,schoolmessenger
McGary Middle School,https://mcgary.evscschools.com/,1535 S Joyce Ave,Evansville,IN,schoolmessenger
Mildred Merkley Elementary School,https://mes.highland.k12.in.us/cms/One.aspx,9340 Fifth St,Highland,IN,schoolmessenger
Monroe Elementary School,http://monroe.sb.school/,312 Donmoyer Ave,South Bend,IN,schoolmessenger
Muncie Central High School,http://chs.muncie.k12.in.us/,801 N Walnut St,Muncie,IN,schoolmessenger
Mishawaka Catholic School,http://www.mcmish.org/,230 South Spring Street,Mishawaka,IN,schoolmessenger
Muncie Area Career Center,http://www.muncie.k12.in.us/,2500 N Elgin,Muncie,IN,schoolmessenger
Muessel Elementary School,http://muessel.sb.school/,1021 Blaine St,South Bend,IN,schoolmessenger
Morton Senior High School,http://sch-mhs.ss4.sharpschool.com/,6915 Grand Ave,Hammond,IN,schoolmessenger
Morton Elementary School,http://www.hammond.k12.in.us/,7006 Marshall Ave,Hammond,IN,schoolmessenger
Murdock Elementary School,https://mur.lsc.k12.in.us/,2100 Cason St,Lafayette,IN,schoolmessenger
New Haven Primary School,https://nhp.eacs.k12.in.us/,1445 Berwick Ln,New Haven,IN,schoolmessenger
Navarre Middle School,http://navarre.sb.school/cms/One.aspx,4702 W Ford St,South Bend,IN,schoolmessenger
New Haven Middle School,https://nhm.eacs.k12.in.us/,900 Prospect Ave,New Haven,IN,schoolmessenger
Nancy Hanks Elementary School,https://www.nspencer.k12.in.us/,19260 N SR 162,Ferdinand,IN,schoolmessenger
New Tech Institute,https://newtech.evscschools.com/,1901 Lynch Rd,Evansville,IN,schoolmessenger
New Haven High School,https://nhh.eacs.k12.in.us/,1300 Green Rd,New Haven,IN,schoolmessenger
North View Elementary School,http://northview.muncie.k12.in.us/,807 W Yale Ave,Muncie,IN,schoolmessenger
New Haven Intermediate School,https://nhi.eacs.k12.in.us/,1065 Woodmere Dr,New Haven,IN,schoolmessenger
North Junior High School,https://northjr.evscschools.com/,15325 Hwy 41 N,Evansville,IN,schoolmessenger
North Side Elementary School,http://ns.eastnoble.net/,302 E Harding St,Kendallville,IN,schoolmessenger
North High School,https://north.evscschools.com/cms/One.aspx,15331 Hwy 41 N,Evansville,IN,schoolmessenger
Oak Hill Elementary School,https://www.tricreek.k12.in.us/,425 S Nichols St,Lowell,IN,schoolmessenger
Oak Hill Elementary,https://hebron.evscschools.com/,7700 Oak Hill Rd,Evansville,IN,schoolmessenger
Northside Middle School,http://sms.muncie.k12.in.us/,2400 W Bethel Ave,Muncie,IN,schoolmessenger
Nuner Fine Arts Academy,http://nuner.sb.school/,2716 Pleasant St,South Bend,IN,schoolmessenger
Oakland High School,https://ohs.lsc.k12.in.us/,1100 Elizabeth Street,Lafayette,IN,schoolmessenger
Oakland Elementary School,https://oak.lsc.k12.in.us/,611 South 21st Street,Lafayette,IN,schoolmessenger
Parke Heritage Middle School,https://phms.ncp.k12.in.us/,"1551 E SR 47,",Marshall,IN,schoolmessenger
Parke Heritage High School,http://ncpcscphhs.ss18.sharpschool.com/,"506 N Beadle St,",Rockville,IN,schoolmessenger
Paoli Jr & Sr High School,http://www.paoli.k12.in.us/,501 Elm St,Paoli,IN,schoolmessenger
Paul Harding Jr High School,https://phj.eacs.k12.in.us/,6501 Wayne Trace,Ft Wayne,IN,schoolmessenger
Petersburg Elementary School,http://petersburg.pcsc.k12.in.us/,1415 E Alford St,Petersburg,IN,schoolmessenger
Perry Heights Middle School,https://perryheights.evscschools.com/,5800 Hogue Rd,Evansville,IN,schoolmessenger
Pendleton Heights High School,http://www.smadison.k12.in.us/,One Arabian Dr,Pendleton,IN,schoolmessenger
Pike Central Middle School,http://www.pcsc.k12.in.us/,1814 E SR 56,Petersburg,IN,schoolmessenger
Pendleton Heights Middle School,http://www.smadison.k12.in.us/,7450 S 300 W,Pendleton,IN,schoolmessenger
Pike Central High School,http://www.pcsc.k12.in.us/,1810 E SR 56,Petersburg,IN,schoolmessenger
Paul Saylor Elementary School,https://www.portage.k12.in.us/,331 Midway,Valparaiso,IN,schoolmessenger
Plaza Park International Prep Acad,https://plazapark.evscschools.com/,7301 Lincoln Ave,Evansville,IN,schoolmessenger
Princeton Community High School,http://phs.princetonk12.org/,1101 N Main St,Princeton,IN,schoolmessenger
Portage High School,https://phs.portage.k12.in.us/,6450 US Hwy 6,Portage,IN,schoolmessenger
Prairie Crossing Elementary School,https://pce.dcsdk12.org/,2758 S 400 E,Oxford,IN,schoolmessenger
Prince Chapman Academy,https://www.eacs.k12.in.us/,4808 E Paulding Rd,Fort Wayne,IN,schoolmessenger
Rossville Middle/Senior High Sch,http://rcsd.k12.in.us/,PO Box 530,Rossville,IN,schoolmessenger
Roanoke Elementary School,http://ro.hccsc.k12.in.us/,423 W Vine St,Roanoke,IN,schoolmessenger
Riley High School,http://riley.sb.school/,1902 Fellows St,South Bend,IN,schoolmessenger
Rome City Elementary School,http://rc.eastnoble.net/,PO Box 218,Rome City,IN,schoolmessenger
Royerton Elementary School,http://res.delcomschools.org/,1401 E Royerton Rd,Muncie,IN,schoolmessenger
