WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Lead_ID,Input.Website,Input.Company,Input.Google_Search_Name,Answer.Industry,Answer.Sub-Industry,Answer.Website Found in,Approve,Reject
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:02:46 PDT 2018,Tue Aug 14 15:03:01 PDT 2018,Tue Aug 21 15:03:01 PDT 2018,Wed Aug 15 09:14:10 PDT 2018,,,15,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5K0EAJ,https://www.aggreko.com/en,Aggreko,Aggreko Bloomberg company profile,Electrical Equipment,Electrical Power Equipment,https://www.bloomberg.com/profiles/companies/1069607D:US-aggreko-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:26:32 PDT 2018,Tue Aug 14 19:26:35 PDT 2018,Tue Aug 21 19:26:35 PDT 2018,Wed Aug 15 09:21:36 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JJWD0EAP,cooperindustries.com,Cooper Lighting Inc,Cooper Lighting Inc Bloomberg company profile,Electrical Equipment,Electrical Power Equipment,https://www.bloomberg.com/profiles/companies/107700Z:US-cooper-industries-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:37:09 PDT 2018,Tue Aug 14 17:37:13 PDT 2018,Tue Aug 21 17:37:13 PDT 2018,Wed Aug 15 09:14:58 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cYIEAZ,http://www.bender-ca.com,BENDER CANADA INC,BENDER CANADA INC Bloomberg company profile,Electrical Equipment,Industrial Automation Controls,https://www.bloomberg.com/profiles/companies/4953192Z:US-bender-electronics-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:47:57 PDT 2018,Tue Aug 14 17:48:03 PDT 2018,Tue Aug 21 17:48:03 PDT 2018,Wed Aug 15 09:17:58 PDT 2018,,,6,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001L4RUBEA3,http://vibro-acoustics.com/,BVA Systems Tennessee Inc,BVA Systems Tennessee Inc Bloomberg company profile,Electrical Equipment,Measurement Instruments,https://www.bloomberg.com/profiles/companies/0528440D:US-bva-systems-tennessee-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:17:40 PDT 2018,Tue Aug 14 19:17:42 PDT 2018,Tue Aug 21 19:17:42 PDT 2018,Wed Aug 15 09:18:59 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cwYEAR,http://www.coleparmer.com,Cole-Parmer,Cole-Parmer Bloomberg company profile,Electrical Equipment,Measurement Instruments,https://www.bloomberg.com/profiles/companies/41366Z:US-cole-parmer-instrument-co,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:45:54 PDT 2018,Tue Aug 14 19:45:58 PDT 2018,Tue Aug 21 19:45:58 PDT 2018,Wed Aug 15 09:24:57 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAzPEAV,http://www.dailyinst.com/,Daily Thermetrics Corporation,Daily Thermetrics Corporation Bloomberg company profile,Electrical Equipment,Measurement Instruments,https://www.bloomberg.com/profiles/companies/4873067Z:US-daily-instruments-corp,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:40:44 PDT 2018,Tue Aug 14 17:40:47 PDT 2018,Tue Aug 21 17:40:47 PDT 2018,Wed Aug 15 09:18:02 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5SiEAJ,http://www.carboceramics.com,CARBO,CARBO Bloomberg company profile,Electrical Work,Electrical Contractors,https://www.manta.com/c/mb83fh1/carbo-electric,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:48:30 PDT 2018,Tue Aug 14 17:48:36 PDT 2018,Tue Aug 21 17:48:36 PDT 2018,Wed Aug 15 09:21:05 PDT 2018,,,6,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ckJEAR,http://www.co.cal.md.us,CDS,CDS Bloomberg company profile,Electrical Work,Electrical Contractors,https://www.manta.com/c/mrs92lx/cds-home-services,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:46:20 PDT 2018,Tue Aug 14 18:46:23 PDT 2018,Tue Aug 21 18:46:23 PDT 2018,Wed Aug 15 09:21:11 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cxsEAB,https://www.iccsafe.org/about-icc/government-relations/map/colorado/,COLORADO/ICC,COLORADO/ICC Bloomberg company profile,Electrical Work,Electrical Designers,https://www.manta.com/c/mm2vnx1/icc-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:45:15 PDT 2018,Tue Aug 14 18:45:17 PDT 2018,Tue Aug 21 18:45:17 PDT 2018,Wed Aug 15 09:21:17 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cy4EAB,http://www.norcalneca.org,Columbia Electric,Columbia Electric Bloomberg company profile,Electrical Work,Electrical Designers,https://www.manta.com/c/mm379nx/columbia-electric,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:42:52 PDT 2018,Tue Aug 14 19:42:55 PDT 2018,Tue Aug 21 19:42:55 PDT 2018,Wed Aug 15 09:22:32 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5YbEAJ,https://www.earthlink.net/,EarthLink,EarthLink Bloomberg company profile,Electrical Work,Telecommunications Contractors,https://www.manta.com/c/mxf8y0r/earthlink,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:45:46 PDT 2018,Tue Aug 14 19:45:49 PDT 2018,Tue Aug 21 19:45:49 PDT 2018,Wed Aug 15 09:22:04 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5WfEAJ,http://www.csi-texas.com,CSI Technologies,CSI Technologies Bloomberg company profile,Electronic Capacitors,Capacitors Manufacturers,https://www.manta.com/c/mmf60v0/csi-technologies-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:15:56 PDT 2018,Tue Aug 14 18:15:58 PDT 2018,Tue Aug 21 18:15:58 PDT 2018,Wed Aug 15 09:18:23 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAvrEAF,http://www.cablcon.com,Cablcon,Cablcon Bloomberg company profile,Electronic Wire and Cable,Electronic Wire and Cable,https://www.manta.com/c/mmnyb3g/cablcon,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:46:18 PDT 2018,Tue Aug 14 19:46:20 PDT 2018,Tue Aug 21 19:46:20 PDT 2018,Wed Aug 15 09:24:39 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0dEnEAJ,http://www.elepl.com,East Liberty Electoplating,East Liberty Electoplating Bloomberg company profile,Electroplating/Polishing/Anodizing Manufacturers,Electroplating/Polishing/Anodizing Manufacturers,https://www.manta.com/c/mmc95sb/east-liberty-electroplating-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:17:25 PDT 2018,Tue Aug 14 19:17:28 PDT 2018,Tue Aug 21 19:17:28 PDT 2018,Wed Aug 15 09:21:53 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cyfEAB,http://www.communityacademy.org,Community Academy,Community Academy Bloomberg company profile,Elementary and Secondary Schools,Academy,https://www.manta.com/c/mm79r9n/troy-community-academy,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:32:18 PDT 2018,Tue Aug 14 17:32:21 PDT 2018,Tue Aug 21 17:32:21 PDT 2018,Wed Aug 15 09:15:13 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001KS8aOEAT,berkscareer.com,Berks Career & Technology Center-West Campus,Berks Career & Technology Center-West Campus Bloomberg company profile,Elementary and Secondary Schools,Schools,https://www.manta.com/c/mmz6vlb/berks-career-technology-center,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:12:05 PDT 2018,Tue Aug 14 18:12:06 PDT 2018,Tue Aug 21 18:12:06 PDT 2018,Wed Aug 15 09:18:01 PDT 2018,,,1,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ckkEAB,http://www.cawdc.com/,"Central Armature Works, Inc.","Central Armature Works, Inc. Bloomberg company profile",Eletronic Repair,Electrical Repair Shops,https://www.manta.com/c/mmcmlcz/central-armature-works-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:34:38 PDT 2018,Tue Aug 14 17:34:41 PDT 2018,Tue Aug 21 17:34:41 PDT 2018,Wed Aug 15 09:12:04 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAhGEAV,http://www.applausepromo.com,Applause Promotional Products,Applause Promotional Products Bloomberg company profile,"Embroidery Products, Except Schiffli Machine","Embroidery Products, Except Schiffli Machine",https://www.manta.com/c/mmf6rrb/creative-stitches-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:37:37 PDT 2018,Tue Aug 14 17:37:41 PDT 2018,Tue Aug 21 17:37:41 PDT 2018,Wed Aug 15 09:18:38 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cjWEAR,http://www.casa-chicas.com,Casa Chicas,Casa Chicas Bloomberg company profile,Emergency Shelters,Emergency Shelters,https://www.manta.com/c/mtc7rl0/la-casa-de-todos-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:30:58 PDT 2018,Tue Aug 14 17:31:01 PDT 2018,Tue Aug 21 17:31:01 PDT 2018,Wed Aug 15 09:17:53 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cdVEAR,http://www.trieci.com,Bross Group,Bross Group Bloomberg company profile,Employment Agencies and Opportunities,Employment Agencies and Opportunities,https://www.manta.com/c/mmszr56/e-p-c-global,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:49:37 PDT 2018,Tue Aug 14 18:49:40 PDT 2018,Tue Aug 21 18:49:40 PDT 2018,Wed Aug 15 09:15:32 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ceOEAR,http://www.luciddg.com,Building Energy Management Software & Solutions,Building Energy Management Software & Solutions Bloomberg company profile,Energy Conservation Consultants,Energy Conservation Consultants,https://www.manta.com/c/mmspq17/building-energy-solutions,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:51:07 PDT 2018,Tue Aug 14 18:51:11 PDT 2018,Tue Aug 21 18:51:11 PDT 2018,Wed Aug 15 09:21:56 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cykEAB,http://communitygreenenergy.com,Community Green Energy,Community Green Energy Bloomberg company profile,Energy Management Engineers,Energy Management Engineers,https://www.manta.com/c/mb58384/convergence-energy-llc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:30:03 PDT 2018,Tue Aug 14 17:30:07 PDT 2018,Tue Aug 21 17:30:07 PDT 2018,Wed Aug 15 09:15:09 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cahEAB,http://www.blueoakenergy.com,Blue Oak Energy,Blue Oak Energy Bloomberg company profile,Energy Research,Energy Research,https://www.manta.com/c/mtbpp64/oak-blue-energy,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:55:49 PDT 2018,Tue Aug 14 18:55:52 PDT 2018,Tue Aug 21 18:55:52 PDT 2018,Wed Aug 15 09:21:08 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d0jEAB,http://www.continentalpowercorp.com,Continental Power Corporation,Continental Power Corporation Bloomberg company profile,Energy Services,Motors and Generators,https://www.manta.com/c/mtcn6np/continental-electric-motors-parts-and-repairs-l-l-c-limited-liability-company,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:36:02 PDT 2018,Tue Aug 14 19:36:08 PDT 2018,Tue Aug 21 19:36:08 PDT 2018,Wed Aug 15 09:25:35 PDT 2018,,,6,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K19azEAB,http://danvillemetal.com,Danville Metal Stamping Co,Danville Metal Stamping Co Bloomberg company profile,"Engine Mount Parts, Aircraft","Engine Mount Parts, Aircraft",https://www.manta.com/c/mmchlsc/danville-metal-stamping-co-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:37:23 PDT 2018,Tue Aug 14 19:37:26 PDT 2018,Tue Aug 21 19:37:26 PDT 2018,Wed Aug 15 09:10:34 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAfcEAF,http://www.agpiping.com,"A & G Piping, Inc.","A & G Piping, Inc. Bloomberg company profile",Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/1366176D:US-a&g-plumbing-services-llc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:26:14 PDT 2018,Tue Aug 14 15:26:17 PDT 2018,Tue Aug 21 15:26:17 PDT 2018,Wed Aug 15 09:10:49 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001KRn6GEAT,,A.L. Blair Construction Co. Ltd.,A.L. Blair Construction Co. Ltd. Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/3527823Z:US-blair-communications-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:18:50 PDT 2018,Tue Aug 14 15:18:55 PDT 2018,Tue Aug 21 15:18:55 PDT 2018,Wed Aug 15 09:11:05 PDT 2018,,,5,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cIeEAJ,http://www.asprack.com,Advance Storage Products,Advance Storage Products Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0833431D:US-advanced-storage-systems-llc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 14:42:20 PDT 2018,Tue Aug 14 14:42:31 PDT 2018,Tue Aug 21 14:42:31 PDT 2018,Wed Aug 15 09:11:35 PDT 2018,,,11,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5N8EAJ,http://www.jbb.com/,aros Baum & Bolles,aros Baum & Bolles Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/4884411Z:US-jaros-baum-&-bolles-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:10:51 PDT 2018,Tue Aug 14 17:23:26 PDT 2018,Tue Aug 21 17:23:26 PDT 2018,Wed Aug 15 09:11:54 PDT 2018,,,755,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cHbEAJ,http://www.academyelectrical.com,Academy Electrical Contractors,Academy Electrical Contractors Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/1610056D:US-academy-electric-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:04:46 PDT 2018,Tue Aug 14 18:04:51 PDT 2018,Tue Aug 21 18:04:51 PDT 2018,Wed Aug 15 09:14:06 PDT 2018,,,5,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAgeEAF,https://www.alliedfencedallas.com/,Allied Fence Company of Dallas,Allied Fence Company of Dallas Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0971287D:US-allied-fence-security,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:04:57 PDT 2018,Tue Aug 14 15:05:07 PDT 2018,Tue Aug 21 15:05:07 PDT 2018,Wed Aug 15 09:14:09 PDT 2018,,,10,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JJWKlEAP,http://www.babcock.com,Babcock & Wilcox,Babcock & Wilcox Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0674385D:IJ-babcock-&-wilcox-indonesia-pt,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:32:37 PDT 2018,Tue Aug 14 15:32:41 PDT 2018,Tue Aug 21 15:32:41 PDT 2018,Wed Aug 15 09:14:31 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cXtEAJ,http://www.behr.com,Behr Paint,Behr Paint Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0730971D:US-behrends-mechanical-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:35:22 PDT 2018,Tue Aug 14 17:35:25 PDT 2018,Tue Aug 21 17:35:25 PDT 2018,Wed Aug 15 09:17:32 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5Q2EAJ,http://bodinconcrete.com/,Bodin Concrete,Bodin Concrete Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/4548062Z:US-pagnini-concrete-construction-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:16:58 PDT 2018,Tue Aug 14 18:17:01 PDT 2018,Tue Aug 21 18:17:01 PDT 2018,Wed Aug 15 09:18:02 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cfJEAR,http://www.clrefrigeration.com,C & L Refrigeration,C & L Refrigeration Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/3935284Z:US-c&l-refrigeration-corp,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:48:22 PDT 2018,Tue Aug 14 17:48:25 PDT 2018,Tue Aug 21 17:48:25 PDT 2018,Wed Aug 15 09:18:12 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001L4S8OEAV,centralwelding.ca,Central Welding & Iron Works,Central Welding & Iron Works Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0939470D:US-central-penn-welding-&-iron-works-llc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:01:25 PDT 2018,Tue Aug 14 19:01:28 PDT 2018,Tue Aug 21 19:01:28 PDT 2018,Wed Aug 15 09:20:56 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d0cEAB,http://www.consysohio.com,Construction Systems Inc.,Construction Systems Inc. Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/7653351Z:US-construction-systems-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:00:50 PDT 2018,Tue Aug 14 19:00:53 PDT 2018,Tue Aug 21 19:00:53 PDT 2018,Wed Aug 15 09:21:31 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d11EAB,https://www.coolbreezeair.com/,Cool Breeze Air Conditioning,Cool Breeze Air Conditioning Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0273754D:US-cool-breeze-a/c-&-refrigeration,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:00:40 PDT 2018,Tue Aug 14 19:00:43 PDT 2018,Tue Aug 21 19:00:43 PDT 2018,Wed Aug 15 09:21:38 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cyMEAR,http://www.comfortsystemsusa.com,Comfort Systems USA,Comfort Systems USA Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0446084D:US-comfort-systems-usa-florida-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:18:46 PDT 2018,Tue Aug 14 19:18:49 PDT 2018,Tue Aug 21 19:18:49 PDT 2018,Wed Aug 15 09:22:09 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAz6EAF,http://www.ctands.com/,CT&S Metalworks,CT&S Metalworks Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0437263D:US-associated-industries-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:39:37 PDT 2018,Tue Aug 14 19:39:40 PDT 2018,Tue Aug 21 19:39:40 PDT 2018,Wed Aug 15 09:22:22 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d2CEAR,,County Asphalt LLC,County Asphalt LLC Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/0614291D:US-mclean-county-asphalt-co-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:40:44 PDT 2018,Tue Aug 14 19:40:47 PDT 2018,Tue Aug 21 19:40:47 PDT 2018,Wed Aug 15 09:25:17 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001HpzxGEAR,,Dallas Contracting Co Inc,Dallas Contracting Co Inc Bloomberg company profile,Engineering & Construction Svcs,Building Sub Contractors,https://www.bloomberg.com/profiles/companies/1454064D:US-dallas-contracting-co-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:06:50 PDT 2018,Tue Aug 14 15:06:53 PDT 2018,Tue Aug 21 15:06:53 PDT 2018,Wed Aug 15 09:10:49 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001HqF1NEAV,,Architect of the Capitol,Architect of the Capitol Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/1034543D:US-capitol-development-design-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:03:21 PDT 2018,Tue Aug 14 15:03:34 PDT 2018,Tue Aug 21 15:03:34 PDT 2018,Wed Aug 15 09:11:17 PDT 2018,,,13,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001LkDL8EAN,https://awwtcorp.com/,"Advanced Waste & Water Technology,","Advanced Waste & Water Technology, Bloomberg company profile",Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0102993D:US-advanced-wastewater-engineering-pc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 14:50:23 PDT 2018,Tue Aug 14 14:50:53 PDT 2018,Tue Aug 21 14:50:53 PDT 2018,Wed Aug 15 09:11:30 PDT 2018,,,30,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001IMqI0EAL,aecom.com,AECOM,AECOM Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/AECOMZ:HK-aecom-asia-co-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:03:02 PDT 2018,Tue Aug 14 15:03:09 PDT 2018,Tue Aug 21 15:03:09 PDT 2018,Wed Aug 15 09:12:03 PDT 2018,,,7,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cTJEAZ,http://www.arup.com,Arup,Arup Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0236129D:LN-arup-group-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:33:02 PDT 2018,Tue Aug 14 15:33:06 PDT 2018,Tue Aug 21 15:33:06 PDT 2018,Wed Aug 15 09:15:07 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cYfEAJ,http://www.bergerhealth.com,Berger Health System,Berger Health System Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/1014804D:US-berger-ea-joint-venture,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:46:37 PDT 2018,Tue Aug 14 17:46:40 PDT 2018,Tue Aug 21 17:46:40 PDT 2018,Wed Aug 15 09:17:48 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cesEAB,http://www.burnsmcd.com,Burns & McDonnell,Burns & McDonnell Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/3660969Z:US-burns-&-mcdonnell-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:10:54 PDT 2018,Tue Aug 14 18:10:58 PDT 2018,Tue Aug 21 18:10:58 PDT 2018,Wed Aug 15 09:18:07 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001ILVgnEAH,,"Cal Sierra Development, Inc.","Cal Sierra Development, Inc. Bloomberg company profile",Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0001164D:US-sierra-engineering-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:49:11 PDT 2018,Tue Aug 14 18:49:13 PDT 2018,Tue Aug 21 18:49:13 PDT 2018,Wed Aug 15 09:18:15 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cvzEAB,http://www.cmtaegrs.com,CMTA,CMTA Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/1267794D:US-cmta-engineering-consultants,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:36:28 PDT 2018,Tue Aug 14 17:36:32 PDT 2018,Tue Aug 21 17:36:32 PDT 2018,Wed Aug 15 09:18:17 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5QwEAJ,http://www.ctmale.com,C.T. Male Associates,C.T. Male Associates Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/4487435Z:US-ct-male-associates,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:49:43 PDT 2018,Tue Aug 14 18:49:45 PDT 2018,Tue Aug 21 18:49:45 PDT 2018,Wed Aug 15 09:18:37 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cwJEAR,http://www.coffman.com,Coffman Engineers,Coffman Engineers Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0126141D:US-coffman-engineers-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:09:33 PDT 2018,Tue Aug 14 18:09:40 PDT 2018,Tue Aug 21 18:09:40 PDT 2018,Wed Aug 15 09:21:08 PDT 2018,,,7,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001LjOz6EAF,,Charlton Precision Products,Charlton Precision Products Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0510634D:AU-olympic-dam-precision-engineering-pty-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:57:42 PDT 2018,Tue Aug 14 18:57:44 PDT 2018,Tue Aug 21 18:57:44 PDT 2018,Wed Aug 15 09:21:27 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001IPGftEAH,,Canlan Ice Sports Corp.,Canlan Ice Sports Corp. Bloomberg company profile,Engineering & Construction Svcs,Engineering Services,https://www.bloomberg.com/profiles/companies/0825341D:US-softice-corp,,
